,feature,corr,p-value,q-value
ITPRIPL2,ITPRIPL2,-0.21336215059362174,1.002507430132369e-10,7.305729899725595e-10
DHRS1,DHRS1,-0.21360817990909703,9.531184870070837e-11,6.969724513825709e-10
SMAD3,SMAD3,-0.21412411886801352,8.571354845882549e-11,6.313735949096143e-10
LCE3D,LCE3D,-0.2142000845843498,8.438248464858444e-11,6.220482815494375e-10
C11orf80,C11orf80,-0.2145612035436492,7.832598159640376e-11,5.800856792775118e-10
ST6GALNAC1,ST6GALNAC1,-0.21489200925044938,7.315167485453029e-11,5.434431837135063e-10
CAPG,CAPG,-0.21494106542769117,7.241334395147472e-11,5.385918558881087e-10
PIGR,PIGR,-0.21495501733342373,7.220468991296183e-11,5.372489870324116e-10
PNPLA4,PNPLA4,-0.21496394818501752,7.207143516795843e-11,5.364663096711548e-10
FOXE1,FOXE1,-0.21504897269451684,7.08147725495886e-11,5.279346245262816e-10
ENPP5,ENPP5,-0.215259092029762,6.780025860141782e-11,5.064485905299342e-10
PYCARD,PYCARD,-0.21527048292978274,6.764046768689531e-11,5.054525175273666e-10
OR10H1,OR10H1,-0.21549983446007076,6.450026663841645e-11,4.842586790233034e-10
TMEM102,TMEM102,-0.21556353399234246,6.36536747405461e-11,4.790314931754089e-10
AOC1,AOC1,-0.2157611724749322,6.10954547304342e-11,4.6068623951568036e-10
POU5F1,POU5F1,-0.21580429210871674,6.055080633053346e-11,4.5712032504271216e-10
FSTL3,FSTL3,-0.2158125320439246,6.044726780919764e-11,4.565868984945329e-10
SEMA3B,SEMA3B,-0.21610095729675388,5.693002860400494e-11,4.314898876945101e-10
FOSL2,FOSL2,-0.21619484039539147,5.582888388132683e-11,4.2365344275681674e-10
SHANK2,SHANK2,-0.21632470777393287,5.4339902620678855e-11,4.136627792091901e-10
CD2AP,CD2AP,-0.21639508083236805,5.354932249044262e-11,4.0813209705135993e-10
EPGN,EPGN,-0.21643562366782035,5.309897050093271e-11,4.0502267403245365e-10
SLC6A14,SLC6A14,-0.21648906694177797,5.251096753106567e-11,4.010176365786337e-10
SECTM1,SECTM1,-0.2165087163103118,5.2296380596333484e-11,3.9969824674086944e-10
SPTLC3,SPTLC3,-0.21654255421688795,5.192884896299377e-11,3.9736587186854517e-10
ACSF2,ACSF2,-0.2167133700040346,5.0111695315131436e-11,3.84229866004307e-10
EMP1,EMP1,-0.21675457369754936,4.968275095255271e-11,3.8124680227139507e-10
FHL2,FHL2,-0.2168318593923344,4.888783086278126e-11,3.755992310860385e-10
REPS2,REPS2,-0.21683395430274738,4.8866457558386384e-11,3.755859815957201e-10
CHMP4B,CHMP4B,-0.2169007775158572,4.8189462306480295e-11,3.7061097855262707e-10
RNF128,RNF128,-0.21694883790949349,4.770822800818094e-11,3.672745784842443e-10
NABP1,NABP1,-0.2172620146909079,4.468533498999373e-11,3.4525472042592166e-10
SPRR2E,SPRR2E,-0.21737517185791713,4.3639789706398005e-11,3.374492638502419e-10
RBBP8NL,RBBP8NL,-0.21753162444699334,4.223347252386978e-11,3.27369354133727e-10
TNFRSF10A,TNFRSF10A,-0.21758383181958707,4.17741184248832e-11,3.2459848524050506e-10
NRARP,NRARP,-0.21769135632054956,4.084337257991286e-11,3.181613486380934e-10
TFAP2A,TFAP2A,-0.21772555109869524,4.055164650467599e-11,3.165147909093024e-10
LY6G6C,LY6G6C,-0.21796824182990684,3.8538871611264815e-11,3.016668840496834e-10
CALB1,CALB1,-0.21796870479424513,3.8535126859686304e-11,3.016668840496834e-10
MT-ND4,MT-ND4,-0.21799415689694815,3.8329800013318014e-11,3.0039939616833695e-10
TMEM154,TMEM154,-0.21801091921313773,3.819515941224053e-11,2.994669697149211e-10
CAPN8,CAPN8,-0.21805069648966113,3.78775012389567e-11,2.9709825038270715e-10
SRPX2,SRPX2,-0.21815725755288445,3.703917713277299e-11,2.9088080151723735e-10
IFNE,IFNE,-0.21828111756794122,3.60875250288821e-11,2.842245739295761e-10
YAP1,YAP1,-0.21835722233988727,3.551468270457153e-11,2.8040609661209617e-10
BOK,BOK,-0.2184491176432919,3.483481623879033e-11,2.754933853555967e-10
CD14,CD14,-0.2186047981580587,3.371195620436008e-11,2.6683397219310267e-10
PSORS1C2,PSORS1C2,-0.21869060046123023,3.310829631513387e-11,2.6238187564833497e-10
PPP1R1C,PPP1R1C,-0.21893625400312472,3.143781544562138e-11,2.495572434564172e-10
TGM1,TGM1,-0.21977736657937297,2.6318644347807044e-11,2.1137852382703012e-10
TLCD2,TLCD2,-0.21990806762244677,2.560005726260247e-11,2.0595332263242687e-10
TESMIN,TESMIN,-0.22001921758274348,2.500407595578123e-11,2.0141294222282267e-10
RBKS,RBKS,-0.22021196002476548,2.4002584231533825e-11,1.9399974527939494e-10
RASSF6,RASSF6,-0.22050496172720124,2.255480619107848e-11,1.8283932160409887e-10
EFNB1,EFNB1,-0.220725553198378,2.15214881342611e-11,1.7528046258474688e-10
SLFN5,SLFN5,-0.22119997512553596,1.945344750441539e-11,1.5925166982736626e-10
CEACAM6,CEACAM6,-0.22136265033992836,1.87900935907909e-11,1.5442023518448757e-10
SLC52A1,SLC52A1,-0.22138450359997985,1.8702682877569555e-11,1.538303714306119e-10
ARNTL2,ARNTL2,-0.22162176409795478,1.7778883763117568e-11,1.466738727371568e-10
LYPD2,LYPD2,-0.2217029074148157,1.7473299621064846e-11,1.4440212808329207e-10
NECTIN1,NECTIN1,-0.22172499964051612,1.739099392821647e-11,1.4378410421187622e-10
GIPC1,GIPC1,-0.22174399342111833,1.732053473749756e-11,1.4332555043604582e-10
ZP3,ZP3,-0.22176904357132451,1.7228035470986348e-11,1.4274551279926486e-10
EDAR,EDAR,-0.22187176057185237,1.6853770402400033e-11,1.3982631130289784e-10
REEP3,REEP3,-0.2221004631529484,1.6048780516031716e-11,1.3349540450998532e-10
HYAL1,HYAL1,-0.22224072285218355,1.5573819753350108e-11,1.2999718977523464e-10
VWA7,VWA7,-0.2223992646676132,1.5053487044092173e-11,1.258737554014969e-10
BDKRB2,BDKRB2,-0.22242361918244588,1.497507672253234e-11,1.253277546196172e-10
PRKCH,PRKCH,-0.22249092058637698,1.4760467785773238e-11,1.236399394062469e-10
PARP14,PARP14,-0.2226030928802884,1.4409440169651173e-11,1.2101777189933312e-10
GGT6,GGT6,-0.2227395663808845,1.399335909580825e-11,1.179898805100903e-10
WNT9A,WNT9A,-0.22276078085729498,1.3929744269350509e-11,1.175053229076059e-10
MICALL2,MICALL2,-0.2230304719575521,1.3145270462751057e-11,1.1128071075973714e-10
FOLR1,FOLR1,-0.22303121804343368,1.3143161356566318e-11,1.1128071075973714e-10
PRRG1,PRRG1,-0.22327034817813096,1.2483939797652521e-11,1.0586979114113928e-10
HTR1D,HTR1D,-0.22353705117274508,1.1786817722994093e-11,1.002246533696762e-10
RPTN,RPTN,-0.22366474819122956,1.1466658314062387e-11,9.771964943080808e-11
S100A12,S100A12,-0.22391127514777281,1.0872448625236295e-11,9.302903109731055e-11
PSEN1,PSEN1,-0.2239441985317342,1.0795408088220875e-11,9.24526100386837e-11
S100A7A,S100A7A,-0.22396654499750374,1.0743421907121157e-11,9.204863727235361e-11
PEAR1,PEAR1,-0.22425296958676214,1.0098386345535776e-11,8.683340305664254e-11
DNAJA4,DNAJA4,-0.2243225154090462,9.9475750636199e-12,8.561364130621089e-11
WFDC12,WFDC12,-0.22445141322600098,9.673861068736077e-12,8.34081435854263e-11
ENTPD3,ENTPD3,-0.22457309068154935,9.422245757324139e-12,8.138555248587931e-11
FOXA1,FOXA1,-0.22477442852098883,9.019892080495962e-12,7.812199235101056e-11
MT-ND1,MT-ND1,-0.22486208581761374,8.85001481390155e-12,7.668541848038446e-11
EFNB2,EFNB2,-0.22494726129940804,8.687946786731083e-12,7.534941144662643e-11
SYT12,SYT12,-0.2251751952146358,8.26839005316908e-12,7.19391333028343e-11
TACC2,TACC2,-0.22534072528049437,7.976189033103489e-12,6.952341694836899e-11
PAQR7,PAQR7,-0.22537141466015334,7.92313600050607e-12,6.912402768127501e-11
VMP1,VMP1,-0.2259369772670946,7.005022509438895e-12,6.159199874329554e-11
CLDN3,CLDN3,-0.22594699883806546,6.989731019089033e-12,6.148582992631701e-11
DHDH,DHDH,-0.22611568185312472,6.737192350105026e-12,5.942844105780229e-11
HSPA1B,HSPA1B,-0.22622244756848875,6.5819877634179845e-12,5.822059051260285e-11
CCDC24,CCDC24,-0.2262237678831739,6.580090499831411e-12,5.822059051260285e-11
RAB11FIP1,RAB11FIP1,-0.22623386408102744,6.565600160873685e-12,5.812943356882839e-11
PTGFRN,PTGFRN,-0.226282332819009,6.496470061027274e-12,5.7570711736919955e-11
OSMR,OSMR,-0.2263110403607968,6.455861352957753e-12,5.726393956463455e-11
MVP,MVP,-0.22631936376749673,6.444133860783147e-12,5.718645252965174e-11
CEP170B,CEP170B,-0.22643301440886965,6.286072880647308e-12,5.588757354119688e-11
GIPC2,GIPC2,-0.22678044373162534,5.826039364614517e-12,5.208827991328648e-11
IFITM3,IFITM3,-0.22691545962138482,5.656297278552148e-12,5.0594348376005765e-11
AMIGO2,AMIGO2,-0.22705722413947355,5.48327957691195e-12,4.913871969651755e-11
FXYD5,FXYD5,-0.22722032568086972,5.290622127518254e-12,4.752360994713883e-11
PLA2G10,PLA2G10,-0.2274394234613353,5.0422141422020784e-12,4.5441736599807985e-11
RAB19,RAB19,-0.2275665266942857,4.903377405614597e-12,4.4253096840568e-11
OSBPL2,OSBPL2,-0.22777216223664426,4.686642492439592e-12,4.243731465797385e-11
CDC42EP1,CDC42EP1,-0.22834878120030921,4.127685777099945e-12,3.764347024297015e-11
CYP3A5,CYP3A5,-0.22838997484430634,4.090351471824955e-12,3.735237737389945e-11
CCDC9B,CCDC9B,-0.22841979729109066,4.063529472562824e-12,3.7129237986634026e-11
PDGFA,PDGFA,-0.22845565113991637,4.031510714300867e-12,3.685429330648545e-11
CTTN,CTTN,-0.22845842297503927,4.029045675889809e-12,3.68493818634611e-11
GABRE,GABRE,-0.22846865012387424,4.019963261180325e-12,3.678391466608995e-11
C4orf36,C4orf36,-0.22881893986768487,3.720695222562496e-12,3.419283133619332e-11
BCAR3,BCAR3,-0.22888719311513114,3.664976341083506e-12,3.3729428387005887e-11
PRSS23,PRSS23,-0.22892496335092904,3.6344943259159853e-12,3.349728015423532e-11
VSTM5,VSTM5,-0.2289580910318809,3.607963407471824e-12,3.326879909977034e-11
CD55,CD55,-0.22942811855657724,3.2513475512253312e-12,3.0140401766087396e-11
HACD2,HACD2,-0.22946689311212412,3.223519659136435e-12,2.995506965697275e-11
AKR1C2,AKR1C2,-0.2294824318814551,3.2124332864922094e-12,2.986656725257713e-11
ALCAM,ALCAM,-0.22955985861218642,3.1577459610607514e-12,2.940102973486423e-11
IL36RN,IL36RN,-0.22982033884397285,2.980373253857109e-12,2.7862141860574944e-11
STK3,STK3,-0.2299895944016957,2.870387236429574e-12,2.6909000502379258e-11
MT-CO2,MT-CO2,-0.23000903556668914,2.858011260347479e-12,2.6819285832863064e-11
HES4,HES4,-0.2303792422119466,2.6320692735789398e-12,2.4882497493739212e-11
RNF43,RNF43,-0.23055819516975434,2.529216828675724e-12,2.39692512048272e-11
SLCO3A1,SLCO3A1,-0.23060856758476284,2.5009822897369418e-12,2.372519923986186e-11
MYO1D,MYO1D,-0.23091535069031893,2.335570500146756e-12,2.2244359795867088e-11
BAIAP2,BAIAP2,-0.23095361536777548,2.3157056737124315e-12,2.2066158501003554e-11
HOOK1,HOOK1,-0.23116687646404693,2.2079862812479472e-12,2.109228274165643e-11
ALDH3A1,ALDH3A1,-0.23130458344199945,2.1410532118747253e-12,2.0493856857779356e-11
MECOM,MECOM,-0.23141322721741964,2.0896523199320904e-12,2.0041999044406377e-11
CRYBG1,CRYBG1,-0.23145404970930616,2.070652615530375e-12,1.9903178456862247e-11
PARP12,PARP12,-0.23153929355045647,2.031522029948366e-12,1.9553143807886713e-11
NPY4R2,NPY4R2,-0.23159596909325944,2.005907269954693e-12,1.9326067270758042e-11
PLS3,PLS3,-0.23161137657898911,1.9989986413059076e-12,1.927893997404764e-11
NIPAL2,NIPAL2,-0.23165753636582845,1.9784400342041286e-12,1.9099940027177738e-11
CASP10,CASP10,-0.23175474638721594,1.9358195572399483e-12,1.8747878994108067e-11
HSPA1A,HSPA1A,-0.2317557279792691,1.9353938099233054e-12,1.8747878994108067e-11
TTC9,TTC9,-0.2318411127411079,1.898708546493378e-12,1.8432612425708948e-11
PRKCZ,PRKCZ,-0.2318576280034001,1.8916918358215312e-12,1.8373825935837686e-11
AIG1,AIG1,-0.23207281969952162,1.8025536302132663e-12,1.7588469954837463e-11
NMI,NMI,-0.2321748762652683,1.761730094040843e-12,1.7216498337214065e-11
STXBP2,STXBP2,-0.23233314769185112,1.7002047422404607e-12,1.669204604413272e-11
NCOA7,NCOA7,-0.23244524505385783,1.6579069196295347e-12,1.6293517104739616e-11
JUNB,JUNB,-0.23251480451762063,1.6321799931042591e-12,1.6073735480776875e-11
MYO5C,MYO5C,-0.23254973252630798,1.6194095624236484e-12,1.5964421756435294e-11
CLCA2,CLCA2,-0.2327021539138068,1.564816948288378e-12,1.5442166219170027e-11
PTPN6,PTPN6,-0.23272350637797282,1.557314559044823e-12,1.537606807651952e-11
DHRS7,DHRS7,-0.23274563597233833,1.54957629611383e-12,1.531548650476518e-11
ARTN,ARTN,-0.23276093978262175,1.54424691006481e-12,1.527861267385551e-11
EPHB2,EPHB2,-0.23281807801813398,1.5245073134706074e-12,1.5114604407152833e-11
IFIT3,IFIT3,-0.23298475557169696,1.4683263935354432e-12,1.4625877546862945e-11
SRC,SRC,-0.23317047158451165,1.4081154407113977e-12,1.4048082802295598e-11
PARP9,PARP9,-0.2333998038071073,1.3370932571957164e-12,1.3395459963991676e-11
KRTDAP,KRTDAP,-0.23362891386411805,1.269647400686946e-12,1.276660182226774e-11
ETS2,ETS2,-0.2336905771182598,1.252071494003989e-12,1.260313144175158e-11
WISP3,WISP3,-0.23384374038072997,1.2094400593746374e-12,1.2193273594380904e-11
TOR4A,TOR4A,-0.23402181055250865,1.1616617049655599e-12,1.1736344339543698e-11
STK31,STK31,-0.23413418538361014,1.132467091022005e-12,1.1459559790834107e-11
UPP1,UPP1,-0.234179925898392,1.1207907812693585e-12,1.1365472564437023e-11
LRP11,LRP11,-0.23420565316086073,1.1142752212379685e-12,1.1305398542443612e-11
NUAK2,NUAK2,-0.2346817369677859,1.0001891246596534e-12,1.0191159444493218e-11
ADORA2B,ADORA2B,-0.23472750970854797,9.898435276228766e-13,1.0091124816272685e-11
RNF207,RNF207,-0.23489433179680044,9.530180764325258e-13,9.746891669881075e-12
PPIC,PPIC,-0.23491624981109532,9.482806359050124e-13,9.703631881865264e-12
TMPRSS11E,TMPRSS11E,-0.23506046610748654,9.176795588845886e-13,9.410646334806281e-12
CAPN12,CAPN12,-0.23506556029501532,9.16616512420496e-13,9.404790464260751e-12
MEGF6,MEGF6,-0.235103786473483,9.086779432282809e-13,9.333357810214181e-12
SOX9,SOX9,-0.23532314188116482,8.644092918717165e-13,8.902577378301648e-12
TMEM159,TMEM159,-0.23545552930180214,8.387218595950148e-13,8.65200666279477e-12
TLR3,TLR3,-0.23555414885949966,8.200740955042081e-13,8.464209684429232e-12
DTX3L,DTX3L,-0.2356302401255377,8.059643934077496e-13,8.323073679086513e-12
AKR1C3,AKR1C3,-0.23575304907266031,7.836920409792294e-13,8.101824425807448e-12
RHOF,RHOF,-0.23621954058872768,7.044552930218295e-13,7.318295068539278e-12
VWA1,VWA1,-0.23623199978451562,7.024504564650481e-13,7.30143582127754e-12
SMPDL3B,SMPDL3B,-0.23623241058164451,7.023844495041968e-13,7.30143582127754e-12
SPAG1,SPAG1,-0.23631651305592008,6.889980743606838e-13,7.17331056176714e-12
KRT4,KRT4,-0.2363237106528867,6.878641352324648e-13,7.16540759943791e-12
CIB1,CIB1,-0.2363568253559481,6.826706279153469e-13,7.119066586253058e-12
GPC1,GPC1,-0.23714808989763697,5.693964063927142e-13,5.9969586662447795e-12
EFEMP1,EFEMP1,-0.23718439242336323,5.646674674107941e-13,5.956743178563648e-12
SAMD9,SAMD9,-0.2375185318714486,5.229100608270205e-13,5.5315029400711105e-12
KLF3,KLF3,-0.2375218767939267,5.225077429277198e-13,5.5303075891823726e-12
CXorf49,CXorf49,-0.23755961051526406,5.179902004055104e-13,5.489809265534605e-12
EDN1,EDN1,-0.23764798100572326,5.075596300545484e-13,5.392997403275538e-12
MDFI,MDFI,-0.2376960073646553,5.019776069517053e-13,5.339622680512992e-12
AMOTL2,AMOTL2,-0.23769671132870823,5.018962355281318e-13,5.339622680512992e-12
DHX32,DHX32,-0.23776313381031455,4.942763237214954e-13,5.27091494735511e-12
PLEKHA1,PLEKHA1,-0.237773568845011,4.930895808491707e-13,5.2655906915820664e-12
OLR1,OLR1,-0.2378847725241556,4.806149476700908e-13,5.1381178549853395e-12
ERMP1,ERMP1,-0.23799912547197638,4.681097435891004e-13,5.015648962278955e-12
THBS1,THBS1,-0.23808925858434143,4.584784172595068e-13,4.915207485090002e-12
ARHGEF4,ARHGEF4,-0.2382284002055553,4.4399038935269114e-13,4.767908029481287e-12
ABHD17C,ABHD17C,-0.23846505199739726,4.2037326966054786e-13,4.534669892528991e-12
GRAMD2B,GRAMD2B,-0.2385662297792761,4.10656002727934e-13,4.4423822819153705e-12
PADI3,PADI3,-0.23859154778821798,4.082590772078632e-13,4.4189537150783155e-12
AHNAK2,AHNAK2,-0.2386006457822628,4.0740109932989645e-13,4.414666674427988e-12
FTH1,FTH1,-0.23860782183255652,4.067256157582033e-13,4.409846934326747e-12
TMEM51,TMEM51,-0.23861979178266515,4.056013234676779e-13,4.400152836597425e-12
C1QTNF6,C1QTNF6,-0.23869998956697996,3.9814684580444035e-13,4.3241914531544755e-12
DDX60L,DDX60L,-0.2387231153605026,3.960223399534741e-13,4.303562835821863e-12
LITAF,LITAF,-0.2390693914354609,3.655088819720939e-13,3.987843766493479e-12
TMEM141,TMEM141,-0.23927627574768212,3.4839135249779294e-13,3.818521045295477e-12
JAG2,JAG2,-0.23928068045613865,3.480355900005145e-13,3.817028729703484e-12
SLC22A5,SLC22A5,-0.2393758552662702,3.404348607143174e-13,3.739892162387458e-12
SPINK5,SPINK5,-0.23938751741087597,3.395147803987798e-13,3.7319292854069445e-12
IGFBP3,IGFBP3,-0.23949954872787954,3.3079940602586725e-13,3.64031700989318e-12
ACOT11,ACOT11,-0.23955132846645244,3.2684573780957025e-13,3.5988803446024978e-12
OCIAD2,OCIAD2,-0.2396676628080864,3.1813118357115095e-13,3.508988790515032e-12
A2ML1,A2ML1,-0.23969482075095772,3.1612982835016003e-13,3.488927060573504e-12
ABLIM1,ABLIM1,-0.23972849452455794,3.136654376352181e-13,3.4645542106408532e-12
POLD4,POLD4,-0.23978139718981714,3.098317881606158e-13,3.4253525914922907e-12
TRIM47,TRIM47,-0.2398586660201685,3.043148438385019e-13,3.372161298535051e-12
A4GALT,A4GALT,-0.23991160910812745,3.0059047108616636e-13,3.336523877697319e-12
KRT9,KRT9,-0.239933918046644,2.9903452825288955e-13,3.321350963134215e-12
TMOD3,TMOD3,-0.24021485981854993,2.8010334794058367e-13,3.1237896708776293e-12
DENND2D,DENND2D,-0.24022138285579153,2.7967805817279796e-13,3.1208675317997857e-12
ERP27,ERP27,-0.2411409624561516,2.256492734408199e-13,2.5492233225894045e-12
B4GALT4,B4GALT4,-0.24117579122142863,2.238182410305682e-13,2.53152998656764e-12
S100A6,S100A6,-0.2412150444295655,2.2177206740684352e-13,2.509871562156195e-12
NCCRP1,NCCRP1,-0.24148046311758345,2.0840989463681234e-13,2.3712828190373025e-12
SLC39A2,SLC39A2,-0.24170528398960894,1.977118239860837e-13,2.258972812608482e-12
TMEM87B,TMEM87B,-0.24176949144613108,1.9475668445933668e-13,2.2278719470019277e-12
TEAD3,TEAD3,-0.2419282361505835,1.8763518117694675e-13,2.1567327048691144e-12
KCTD11,KCTD11,-0.24198579167506976,1.851167745685093e-13,2.130347468920563e-12
NPC2,NPC2,-0.24226442713045282,1.733859666708503e-13,2.005004690207685e-12
SYTL1,SYTL1,-0.24228373578507703,1.726006301985987e-13,1.9971313839262796e-12
CYP24A1,CYP24A1,-0.24233485880762823,1.7053812485411526e-13,1.975199536055997e-12
CAST,CAST,-0.24260447572912874,1.6005425641895103e-13,1.866648634196613e-12
ALOXE3,ALOXE3,-0.24283612496028634,1.515536867844129e-13,1.7761794744843974e-12
APOL6,APOL6,-0.24318747310843117,1.3949927247668137e-13,1.6409406728564706e-12
VTCN1,VTCN1,-0.24339371213108874,1.3286693809916487e-13,1.5696857365670807e-12
ORMDL2,ORMDL2,-0.24358862281624205,1.2688372754406684e-13,1.5027152738567766e-12
H2AFJ,H2AFJ,-0.24368230002680252,1.241029484280909e-13,1.4725188449428663e-12
TNFSF13,TNFSF13,-0.24374631272503086,1.2223722982092814e-13,1.4521843679471979e-12
TMEM144,TMEM144,-0.24378516046916043,1.2111841737589487e-13,1.4415806650935432e-12
TSPAN6,TSPAN6,-0.24397630468708723,1.1575815664662212e-13,1.3812217005619113e-12
MT-CO3,MT-CO3,-0.2440350629438946,1.1415767578076748e-13,1.3629756230789322e-12
UBD,UBD,-0.2441228526955585,1.118067958010367e-13,1.3390895374290828e-12
ABCA12,ABCA12,-0.24419248566751656,1.0997596604965623e-13,1.3196425555801498e-12
GATA6,GATA6,-0.24420310726940997,1.0969929481054628e-13,1.3179773854830874e-12
OTUD1,OTUD1,-0.24441341228341512,1.0435979149639201e-13,1.2577789498445984e-12
DNAH3,DNAH3,-0.24446984614836192,1.0297091516988183e-13,1.241822740361067e-12
RTKN,RTKN,-0.24447391895419884,1.0287138524329795e-13,1.2414056369480051e-12
C4orf19,C4orf19,-0.24460347263254573,9.975418418369297e-14,1.2098992580401593e-12
CTSD,CTSD,-0.24495024026156986,9.185947214843716e-14,1.1212604151451956e-12
BSPRY,BSPRY,-0.24495622895139116,9.172866376237656e-14,1.1203791743244906e-12
SH3YL1,SH3YL1,-0.2452349170709137,8.583942453376186e-14,1.0524827453257588e-12
SYNGR2,SYNGR2,-0.24533167233133318,8.388286505936854e-14,1.0291533797238956e-12
NIPAL4,NIPAL4,-0.2455240473104484,8.012182900620643e-14,9.849059559187368e-13
SLC29A3,SLC29A3,-0.24616756731288567,6.87042400785901e-14,8.566742003276255e-13
ARHGEF28,ARHGEF28,-0.24620396962823932,6.810844455202967e-14,8.497995545770543e-13
SLC15A1,SLC15A1,-0.24627394040057682,6.697744129898155e-14,8.384242242501849e-13
MYEOV,MYEOV,-0.24638354677743857,6.524272135578527e-14,8.193919965281443e-13
FAM3C,FAM3C,-0.24658702051727377,6.213851303000485e-14,7.8297803333457e-13
BCL2L14,BCL2L14,-0.2466992923377155,6.048823368701838e-14,7.633643819277095e-13
MT-CO1,MT-CO1,-0.24683532973956285,5.854618736603155e-14,7.416238379732889e-13
NCF2,NCF2,-0.2469891035433871,5.642456973035063e-14,7.171247675503007e-13
ODF3B,ODF3B,-0.24707831776765565,5.522846584233111e-14,7.028576062424495e-13
ANKEF1,ANKEF1,-0.24709587778721454,5.499598559186959e-14,7.008321763923914e-13
PGLYRP3,PGLYRP3,-0.2473514471070397,5.1719219976892725e-14,6.617221484995345e-13
RAB20,RAB20,-0.24741949126579937,5.087960138032079e-14,6.518522656734797e-13
ARHGAP29,ARHGAP29,-0.24767499493084946,4.7844634167214764e-14,6.142042861694494e-13
PMEPA1,PMEPA1,-0.24775594110018934,4.692073232415046e-14,6.031538657539584e-13
ST6GALNAC2,ST6GALNAC2,-0.24806079684354831,4.3595735946890927e-14,5.630624950167703e-13
RARRES1,RARRES1,-0.24821340949163687,4.2019230721112546e-14,5.434354500907079e-13
PERM1,PERM1,-0.24848676818273124,3.933410936810624e-14,5.114772112730278e-13
TPBG,TPBG,-0.24860815346430293,3.8196481339631984e-14,4.983793452607955e-13
CASP4,CASP4,-0.24894425513220872,3.521239694427163e-14,4.603864347399125e-13
ACE2,ACE2,-0.24910677319822455,3.385278814283852e-14,4.4321646941805365e-13
MGST2,MGST2,-0.24947275900316357,3.097692120490408e-14,4.0807984068348827e-13
ADAM8,ADAM8,-0.2494791582282203,3.092883390099222e-14,4.077273517361837e-13
RBMS2,RBMS2,-0.24965731428107335,2.9619106397392677e-14,3.915416450803326e-13
GRHL3,GRHL3,-0.2496758308671289,2.948614573276139e-14,3.9005375479704775e-13
HKDC1,HKDC1,-0.2497236188332299,2.914570024551448e-14,3.860845877983432e-13
TNNI2,TNNI2,-0.2503143081474236,2.5243280355946537e-14,3.3766641287887903e-13
DHRS9,DHRS9,-0.25033737845431675,2.510176415363773e-14,3.364798189318269e-13
GALNT12,GALNT12,-0.25039815001063503,2.4732702011134303e-14,3.322743325015407e-13
TJP1,TJP1,-0.25051245684940904,2.4052903472389458e-14,3.2401074691664865e-13
ID1,ID1,-0.25053157672961524,2.3941000341105377e-14,3.227307627082012e-13
MT-ND4L,MT-ND4L,-0.250574869922564,2.3689503746632786e-14,3.197915707040153e-13
RND3,RND3,-0.25057719015283353,2.3676098678613187e-14,3.197915707040153e-13
LPIN3,LPIN3,-0.25062556735469177,2.339829137174794e-14,3.165310258817848e-13
HRASLS2,HRASLS2,-0.2506575175635247,2.3216574252055138e-14,3.1429519605384844e-13
LGALS9C,LGALS9C,-0.25068035317100423,2.308754646036466e-14,3.1276998624370696e-13
PKP1,PKP1,-0.25068495611767166,2.306162388474084e-14,3.12640383373632e-13
MOB3B,MOB3B,-0.25069871935880733,2.298428334096161e-14,3.1203450004437584e-13
PLXNB2,PLXNB2,-0.2508615026106282,2.2088645135929552e-14,3.0115866745598674e-13
OAS3,OAS3,-0.2509035697848155,2.186281988098052e-14,2.982925067986743e-13
NCEH1,NCEH1,-0.2509586663908709,2.157047643960889e-14,2.945140408165171e-13
THSD4,THSD4,-0.2509885191747898,2.1413684179210195e-14,2.925822538138691e-13
ACOT4,ACOT4,-0.2510901162222908,2.088841819894365e-14,2.8581396841289037e-13
KCNK6,KCNK6,-0.2512291424015051,2.0190093656002503e-14,2.7665493923619204e-13
KIAA1211L,KIAA1211L,-0.2514557471224721,1.910070065971465e-14,2.6229158987819363e-13
GRTP1,GRTP1,-0.25147262761966294,1.9021899048915964e-14,2.6139726838247924e-13
ANXA11,ANXA11,-0.2514996300010719,1.8896509790187155e-14,2.6004808109390025e-13
PLBD1,PLBD1,-0.2522100522548959,1.5874166608751257e-14,2.208403891748765e-13
TGM2,TGM2,-0.25233806844223483,1.5382489658657664e-14,2.1525350646064514e-13
NMU,NMU,-0.2523548428107776,1.5319182418109627e-14,2.1452466807484656e-13
BIRC3,BIRC3,-0.2524216731196854,1.5069492706105328e-14,2.1133774987322326e-13
PSCA,PSCA,-0.25276816406815666,1.383766005054418e-14,1.9477678340659205e-13
CXCL3,CXCL3,-0.25320547963322804,1.2423342532759394e-14,1.7642807764761949e-13
SLURP2,SLURP2,-0.2533101175593654,1.2106578519841097e-14,1.7231366225373236e-13
CEBPD,CEBPD,-0.25332637681412995,1.2058075379045668e-14,1.7175120035056477e-13
EPAS1,EPAS1,-0.253810809750044,1.069737047189001e-14,1.5328353565980324e-13
BCAM,BCAM,-0.25404002725263,1.0107264598034934e-14,1.4515429210476166e-13
TMPRSS13,TMPRSS13,-0.2541367622226106,9.867932724542308e-15,1.4225153395899412e-13
PTHLH,PTHLH,-0.25416071314966404,9.80954101229819e-15,1.415165105283622e-13
TUBA4A,TUBA4A,-0.25421368994851123,9.68158815402288e-15,1.3988175174916656e-13
MYO6,MYO6,-0.25433121039810086,9.403570027567209e-15,1.3617366748253576e-13
CARMIL1,CARMIL1,-0.25438290499838,9.283774306887287e-15,1.34540823257127e-13
